date,price
2024-10-31 00:00:00,1136051207.9727151
2024-11-01 00:00:00,1104821310.0492866
2024-11-02 00:00:00,1101635196.962143
2024-11-03 00:00:00,1098326512.4915743
2024-11-04 00:00:00,1090584743.5210714
2024-11-05 00:00:00,1071067624.9833564
2024-11-06 00:00:00,1089779550.7887988
2024-11-07 00:00:00,1197127884.490665
2024-11-08 00:00:00,1183492514.019056
2024-11-09 00:00:00,1198379102.2721004
2024-11-10 00:00:00,1199634698.4141257
2024-11-11 00:00:00,1259687825.3933823
2024-11-12 00:00:00,1395962872.6415033
2024-11-13 00:00:00,1396875555.5774896
2024-11-14 00:00:00,1435966517.756963
2024-11-15 00:00:00,1397094580.2682748
2024-11-16 00:00:00,1445918192.4438868
2024-11-17 00:00:00,1440488601.8382173
2024-11-18 00:00:00,1427976101.0708487
2024-11-19 00:00:00,1434249522.857803
2024-11-20 00:00:00,1462559276.6149411
2024-11-21 00:00:00,1501695943.7035697
2024-11-22 00:00:00,1566102892.816033
2024-11-23 00:00:00,1577255462.038874
2024-11-24 00:00:00,1557357415.3304448
2024-11-25 00:00:00,1561552378.6573687
2024-11-26 00:00:00,1476807695.378736
2024-11-27 00:00:00,1464933162.122628
2024-11-28 00:00:00,1523883536.9107783
2024-11-29 00:00:00,1519614447.35003
2024-11-30 00:00:00,1543269624.9570732
2024-12-01 00:00:00,1528382122.2068076
2024-12-02 00:00:00,1541358118.448085
2024-12-03 00:00:00,1527225608.9027317
2024-12-04 00:00:00,1534585463.0220203
2024-12-05 00:00:00,1573928556.215233
2024-12-06 00:00:00,1542196574.7389421
2024-12-07 00:00:00,1586110147.6150575
2024-12-08 00:00:00,1583063678.2802882
2024-12-09 00:00:00,1606097382.4217632
2024-12-10 00:00:00,1544591656.0314522
2024-12-11 00:00:00,1538165695.828705
2024-12-12 00:00:00,1614975358.4425335
2024-12-13 00:00:00,1597321293.5875201
2024-12-14 00:00:00,1624924555.260951
2024-12-15 00:00:00,1625161529.8239856
2024-12-16 00:00:00,1679012149.2975545
2024-12-17 00:00:00,1698882901.482353
2024-12-18 00:00:00,1701934584.5518336
2024-12-19 00:00:00,1629775822.5311959
2024-12-20 00:00:00,1598719880.7450876
2024-12-21 00:00:00,1579797491.769313
2024-12-22 00:00:00,1571896043.4127207
2024-12-23 00:00:00,1539642137.552525
2024-12-24 00:00:00,1536276192.992568
2024-12-25 00:00:00,1600109198.1375787
2024-12-26 00:00:00,1610635036.7883697
2024-12-27 00:00:00,1549541175.3961046
2024-12-28 00:00:00,1526762566.5735407
2024-12-29 00:00:00,1540563065.8449595
2024-12-30 00:00:00,1516671029.0357015
2024-12-31 00:00:00,1498663111.2406619
2025-01-01 00:00:00,1521075282.5042698
2025-01-02 00:00:00,1538229187.1646624
2025-01-03 00:00:00,1576395864.7627623
2025-01-04 00:00:00,1589005586.9805992
2025-01-05 00:00:00,1591798470.7451963
2025-01-06 00:00:00,1595296584.8774545
2025-01-07 00:00:00,1656581335.161858
2025-01-08 00:00:00,1575017709.15908
2025-01-09 00:00:00,1543598784.7816162
2025-01-10 00:00:00,1501463578.2632709
2025-01-11 00:00:00,1545831749.0448062
2025-01-12 00:00:00,1542942388.5687256
2025-01-13 00:00:00,1539694402.2084272
2025-01-14 00:00:00,1542009380.4419544
2025-01-15 00:00:00,1575229438.5766056
2025-01-16 00:00:00,1639796507.8206193
2025-01-17 00:00:00,1640504876.3874383
2025-01-18 00:00:00,1706475059.0698307
2025-01-19 00:00:00,1709324443.4125047
2025-01-20 00:00:00,1658805696.69112
2025-01-21 00:00:00,1658486250.3471115
2025-01-22 00:00:00,1735105234.8855984
2025-01-23 00:00:00,1685394741.6617832
2025-01-24 00:00:00,1689839535.9235694
2025-01-25 00:00:00,1695232239.1366386
2025-01-26 00:00:00,1694599137.588622
2025-01-27 00:00:00,1658537606.5050979
2025-01-28 00:00:00,1652920083.5894504
2025-01-29 00:00:00,1645057629.6411505
2025-01-30 00:00:00,1684914820.3227265
2025-01-31 00:00:00,1705858757.169995
2025-02-01 00:00:00,1674489651.0585852
2025-02-02 00:00:00,1646561320.3111339
2025-02-03 00:00:00,1596240594.9898558
2025-02-04 00:00:00,1656649434.0889478
2025-02-05 00:00:00,1599830963.2713125
2025-02-06 00:00:00,1574870894.3480968
2025-02-07 00:00:00,1578699013.776459
2025-02-08 00:00:00,1578272107.9955795
2025-02-09 00:00:00,1578268533.5402093
2025-02-10 00:00:00,1576324087.708127
2025-02-11 00:00:00,1591835743.1501992
2025-02-12 00:00:00,1565118854.0667653
2025-02-13 00:00:00,1602811142.723941
2025-02-14 00:00:00,1567780004.7725623
2025-02-15 00:00:00,1577349007.1609752
2025-02-16 00:00:00,1578667182.9210947
2025-02-17 00:00:00,1556787021.407414
2025-02-18 00:00:00,1554202802.780338
2025-02-19 00:00:00,1558874933.3845754
2025-02-20 00:00:00,1579082508.252534
2025-02-21 00:00:00,1599335463.368345
2025-02-22 00:00:00,1567204917.0591285
2025-02-23 00:00:00,1574198497.2530084
2025-02-24 00:00:00,1572357996.4120908
2025-02-25 00:00:00,1488848762.4625967
2025-02-26 00:00:00,1448592015.628476
2025-02-27 00:00:00,1373663663.8642042
2025-02-28 00:00:00,1402893559.4198344
2025-03-01 00:00:00,1395947067.9847515
2025-03-02 00:00:00,1421791594.2079027
2025-03-03 00:00:00,1558301891.6532252
2025-03-04 00:00:00,1417664470.3501816
2025-03-05 00:00:00,1430706702.5260372
2025-03-06 00:00:00,1475066149.8679924
2025-03-07 00:00:00,1469371870.842813
2025-03-08 00:00:00,1414400887.1829884
2025-03-09 00:00:00,1404126172.1386402
2025-03-10 00:00:00,1316184094.7857697
2025-03-11 00:00:00,1286618766.0047529
2025-03-12 00:00:00,1362401363.2449527
2025-03-13 00:00:00,1376817291.3969374
2025-03-14 00:00:00,1329068347.3895934
2025-03-15 00:00:00,1371090067.1750317
2025-03-16 00:00:00,1377947528.6310294
2025-03-17 00:00:00,1349124078.9745755
2025-03-18 00:00:00,1377721997.1957338
2025-03-19 00:00:00,1367629578.68141
2025-03-20 00:00:00,1434217131.5168872
2025-03-21 00:00:00,1387476190.3899841
2025-03-22 00:00:00,1388341540.9999263
2025-03-23 00:00:00,1384768216.9638603
2025-03-24 00:00:00,1417355886.6444995
2025-03-25 00:00:00,1449557351.6218557
2025-03-26 00:00:00,1455292269.3437014
2025-03-27 00:00:00,1446706881.171557
2025-03-28 00:00:00,1445172712.815645
2025-03-29 00:00:00,1399993305.035153
2025-03-30 00:00:00,1372107828.5648963
2025-03-31 00:00:00,1366750921.245931
2025-04-01 00:00:00,1374410488.4420004
2025-04-02 00:00:00,1426476698.3001432
2025-04-03 00:00:00,1380799251.922645
2025-04-04 00:00:00,1392838780.2860525
2025-04-05 00:00:00,1404101868.166162
2025-04-06 00:00:00,1399813102.7272208
2025-04-07 00:00:00,1309651292.5805883
2025-04-08 00:00:00,1335455954.6944754
2025-04-09 00:00:00,1302997208.7587206
2025-04-10 00:00:00,1392278584.974391
2025-04-11 00:00:00,1340100191.1532035
2025-04-12 00:00:00,1401724427.8941894
2025-04-13 00:00:00,1433068777.2430513
2025-04-14 00:00:00,1404438056.488553
2025-04-15 00:00:00,1419116804.7886326
2025-04-16 00:00:00,1407159179.9198878
2025-04-17 00:00:00,1413191564.0215964
2025-04-18 00:00:00,1432310147.919596
2025-04-19 00:00:00,1423925861.9287152
2025-04-20 00:00:00,1435611422.5075138
2025-04-21 00:00:00,1433090903.1831717
2025-04-22 00:00:00,1471284493.366549
2025-04-23 00:00:00,1577913393.344613
2025-04-24 00:00:00,1577554318.294192
2025-04-25 00:00:00,1576501182.147788
2025-04-26 00:00:00,1592567865.3651795
2025-04-27 00:00:00,1590550321.8078563
2025-04-28 00:00:00,1578847254.3703477
2025-04-29 00:00:00,1596725053.5629191
2025-04-30 00:00:00,1575700950.7845166
2025-05-01 00:00:00,1559983372.0893786
2025-05-02 00:00:00,1601940840.9852173
2025-05-03 00:00:00,1595564729.9971662
2025-05-04 00:00:00,1580199761.4137554
2025-05-05 00:00:00,1553242856.8046832
2025-05-06 00:00:00,1556878428.6451712
2025-05-07 00:00:00,1592233344.5174358
2025-05-08 00:00:00,1601409418.709595
2025-05-09 00:00:00,1706219634.7317185
2025-05-10 00:00:00,1703494409.642273
2025-05-11 00:00:00,1731096738.4014964
2025-05-12 00:00:00,1721167876.8273728
2025-05-13 00:00:00,1717895345.25929
2025-05-14 00:00:00,1730484680.6976492
2025-05-15 00:00:00,1715790437.690181
2025-05-16 00:00:00,1713249482.7669122
2025-05-17 00:00:00,1708079129.3061998
2025-05-18 00:00:00,1702410548.743284
2025-05-19 00:00:00,1748914303.7365646
2025-05-20 00:00:00,1736019448.7447722
2025-05-21 00:00:00,1752370074.5163665
2025-05-22 00:00:00,1793376835.9382505
2025-05-23 00:00:00,1825458321.8371363
2025-05-24 00:00:00,1741868801.7343442
2025-05-25 00:00:00,1751855293.222772
2025-05-26 00:00:00,1765519390.117753
2025-05-27 00:00:00,1778153514.911187
2025-05-28 00:00:00,1776212541.9517856
2025-05-29 00:00:00,1757007536.9791484
2025-05-30 00:00:00,1723650290.6383605
2025-05-31 00:00:00,1702523539.0414896
2025-06-01 00:00:00,1713598402.8587823
2025-06-02 00:00:00,1726149285.5562325
2025-06-02 12:47:42,1694439374.4226797
